,headline,url,source,source_url,category,text
205,"Entertainment News Roundup: Actor Ed Asner, star of 'Mary Tyler Moore,' 'Lou Grant' dies at age 91; 'Candyman' Towers Over Box Office With Impressive $22 Million Debut and more - Devdiscourse",https://www.devdiscourse.com/article/entertainment/1710754-entertainment-news-roundup-actor-ed-asner-star-of-mary-tyler-moore-lou-grant-dies-at-age-91-candyman-towers-over-box-offic,Devdiscourse,https://www.devdiscourse.com,entertainment,"Following is a summary of current entertainment news briefs.

'Candyman' Towers Over Box Office With Impressive $22 Million Debut

""Candyman"" was summoned to the top of domestic box office charts, collecting an impressive $22.37 million from 3,569 theaters in its first three days of release. The R-rated slasher film, written by Jordan Peele and directed by ""Captain Marvel 2"" filmmaker Nia DaCosta, surpassed industry expectations despite fears the delta variant would keep people from going to the movies. Though multiplexes have struggled to sustain momentum as COVID-19 cases continue to surge, Hollywood has witnessed that new films available only in theaters (such as ""Candyman"" and last weekend's champ ""Free Guy"") have been seeing ticket sales hold steady compared to tentpoles being offered simultaneously on streaming services (like ""The Suicide Squad"" and Hugh Jackman's ""Reminiscence"" ).

China cracks down on 'chaotic' celebrity fan culture after scandals

China cracked down on what it described as a ""chaotic"" celebrity fan culture on Friday, barring platforms from publishing popularity lists and regulating the sale of fan merchandise after a series of controversies involving artists. The country's top internet watchdog said it would take action against the dissemination of ""harmful information"" in celebrity fan groups and close down discussion channels that spread celebrity scandals or ""provoke trouble"".

Actor Ed Asner, star of 'Mary Tyler Moore,' 'Lou Grant' dies at age 91 - family

Ed Asner, who played a gruff newsman for laughs and for drama in the classic TV series ""The Mary Tyler Moore Show"" and its spinoff ""Lou Grant"" in the 1970s and 1980s and was honored with seven Emmy Awards, died on Sunday at age 91, his family said. Asner, whose diverse credits also included a key voice role in the acclaimed 2009 animated film ""Up,"" died at his home surrounded by his family, his publicist told media outlets.

(With inputs from agencies.)"
206,"China's Crackdown On Entertainment Industry To Curb 'Irrational Idol Worship', Bans Online Celebrity Rankings And Regulates Fan Merchandise Sale - Swarajya",https://swarajyamag.com/news-brief/china-crackdowns-on-entertainment-industry-to-curb-irrational-idol-worship-bans-online-celebrity-rankings-and-regulates-fan-merchandise-sale,Swarajya,https://swarajyamag.com,entertainment,"China's cyberspace regulator on Friday (Aug 27) notified 10 measures that it says is aimed at combating sick parts of ""fan circle"" culture in the entertainment industry, tackling irrational displays by devoted fans blindly idolising celebrities, curbing excessive money spend on their ""idols,"" and outlaw the culture of cyberbullying and illegal fundraising widely prevalent in online fan clubs, Global Times reported.

The 10 measures unveiled by Cyberspace Administration of China include cancelling all ranking lists of entertainers, mandating that all online fan communities need to be authorised by agencies associated with the celebrity, regulating the sale of fan merchandise and punishing platforms that fail to quickly delete verbal attacks among fans of different idols.

The internet regulator also ordered local authorities should monitor celebrity culture online to maintain “political and ideological safety in the cyberspace as well as creating a clean internet”.

Following the directive from the regulator, local social media giant Weibo announced on Saturday (Aug 28) it has screened all super topics and lists, and closed 2,558 star-related super topics amid the country's fierce campaign to rectify fanquan chaos.

Weibo has been deleting verbal abuse posts and publishing information of account suspensions weekly since June to tackle verbal abuse and rumors concerning fan circles.

Xigua Video announced on Saturday(Aug 28) that it had removed 3,342 videos and 174,654 comments related to juveniles raising money to support their favorite stars, the improper behavior of star chasers and verbal attacks by different stars' fans. The platform said that 26,199 related accounts had been closed.

In a related move viewed as an attempt to cleanse the industry of bad influences, actress Zheng Shuang was fined 299 million yuan (US$46.1 million) for tax evasion

Local tax authorities charged Zheng of not disclosing 191 million yuan (US$29.5 million) in salary between 2019-2020, resulting in a tax evasion of 48 million yuan (US$7.4 million) and a further 26.5 million yuan (US$4.1 million) in underpaid taxes.

Another celebrity, Chinese-Canadian pop star Kris Wu, has been accused of by multiple women of date rape. He was charged with rape on August 16."
207,"Pooja Entertainment starts work on new movie, music slate after ‘Bellbottom’ - Mint",https://www.livemint.com/industry/media/pooja-entertainment-follows-up-on-bellbottom-with-new-movie-music-slate-11630216438550.html,Mint,https://www.livemint.com,entertainment,"NEW DELHI : The muted response to their latest spy thriller Bellbottom notwithstanding, Bollywood production house Pooja Entertainment is already building its slate for the next couple of months, having started work on a new untitled film with Akshay Kumar in London besides an action flick with Tiger Shroff called Ganpath . The company has 13 films in the pipeline across genres.

“The pandemic has given everyone time to develop scripts and we’ve realized the biggest hero we can bring to a film is a good script,"" said managing director Jackky Bhagnani who took over from father Vashu, veteran Hindi film producer, in 2018. In the time that Jackky has taken over the reins, the company has backed films such as Saif Ali Khan’s comedy drama Jawaani Jaaneman released in January 2020 and Varun Dhawan-starrer Coolie No.1 that premiered on Amazon Prime Video last December.

The big impact of the pandemic, Bhagnani said, is that going forward, film-makers and studios will be very clear on films that are made for a theatrical release and require the costs attached and the ones that would work better as direct-to-digital releases. “While shooting for Bellbottom late last year, we thought things would be completely normal by the time we are ready for release this year,"" Bhagnani said, admitting that with no night shows, states such as Maharashtra still shut and 50% seating occupancies, the film business is only running at 17-18% of normal times. “We’re not looking at (box office) numbers right now but are happy to have paved the way for more films to arrive in cinemas,"" he said.

Besides working on a slate of web originals that will soon be announced, Bhagnani is dabbling with music production through a label called Jjust Music that has just brought out an independent single called Vande Mataram featuring Tiger Shroff. “Our focus is independent music for now, and though we’re a startup that needs to scale up, we’re targeting 20-30 singles each year,"" he said.

Subscribe to Mint Newsletters * Enter a valid email * Thank you for subscribing to our newsletter."
208,Pacers Sports & Entertainment Launches Effort to Expand Supplier Diversity - Pacers.com,https://www.nba.com/pacers/news/pacers-sports-entertainment-launches-effort-expand-supplier-diversity,Pacers.com,https://www.nba.com,entertainment,"INDIANAPOLIS - Diverse business owners now have a streamlined way to engage with Pacers Sports & Entertainment through a new supplier diversity portal that is part of the company’s push to create opportunities for traditionally disenfranchised vendors.

Minority-, women-, LGBTQIA+-, Veteran-, and Disability-owned businesses, known as XBEs, can register to learn about opportunities to contract with PS&E, stay up to date about vendor fairs and other programs, and engage with the organization’s procurement staff specifically focused on increasing supplier diversity. The effort is one of the strategic objectives laid out by PS&E’s Inclusive Excellence Action Committee (IEAC) last July, an employee-led working group that guides the company’s DEI initiatives, and aligns to the five-pillar Social Justice Agenda it established.

""Diversifying our vendor partnerships makes our company stronger and represents important investments in the businesses that support neighborhoods across our city and state,"" said Rick Fuson, PS&E President and Chief Operating Officer. ""This new portal gives us a more intentional way to ensure we are increasing our supplier diversity, a great step in our continual process of becoming a more equitable organization.""

The goal of developing a world-class supplier diversity program was one of the very first identified by the IEAC, which has included the hiring of purchasing staff with an expertise in implementing such programs and new policies to ensure more diverse vendor participation across the organization. Daune Conwell, PS&E's Senior Procurement Director, was brought in to lead the effort and help XBEs navigate how to do business with the company. She is the first in this newly-created role.

""For many XBEs, the process of competing for work with a company like PS&E can be daunting and difficult to navigate,"" said Conwell. ""Meeting meaningful supplier diversity goals requires cultivating relationships and communicating continually, and this new tool gives us a more effective way to engage with a broader group of business owners.""

In addition to supplier diversity, other PS&E objectives include committing more than half of all PS&E charitable resources to organizations striving for social justice and delivering diversity, equity, and inclusion training for all employees.

For a detailed look at PS&E's social justice efforts and the work of the IEAC, please visit bankerslifefieldhouse.com/socialjustice."
209,Entertainment Marketing Executive Amy Tunick Joins National CineMedia (NCM) as Company's First Chief Marketing Officer - Business Wire,https://www.businesswire.com/news/home/20210830005026/en/Entertainment-Marketing-Executive-Amy-Tunick-Joins-National-CineMedia-NCM-as-Company%E2%80%99s-First-Chief-Marketing-Officer,Business Wire,https://www.businesswire.com,entertainment,"NEW YORK--(BUSINESS WIRE)--National CineMedia (NCM), the largest cinema advertising network in the U.S., today announced that Amy Tunick has joined the company in the newly created role of SVP, Chief Marketing Officer (CMO) to lead its integrated marketing team. She will oversee NCM’s brand strategy, creative development, marketing solutions, consumer marketing, studio relations and public relations, working collaboratively across the organization to drive innovation and strengthen the company’s connections with consumers, brands and agencies.

As NCM’s first CMO, Tunick joins the company at a crucial time with audiences returning to cinemas nationwide and marketers currently looking to recharge their media plans after an 18-month hiatus caused by the COVID-19 pandemic. She brings over two decades of agency, brand and media experience working with Fortune 100 and 500 advertisers on multichannel campaigns including branded content, talent, experiential marketing, cause marketing and entertainment partnerships. She is based in New York.

Throughout Tunick’s career, she has overseen integrated marketing and PR initiatives at prominent media and entertainment companies and agencies. Previously at WarnerMedia, she led a 15-person team implementing custom cross-platform campaigns for domestic and global advertisers at CNN while overseeing operations and strategy for Courageous, CNN’s brand studio. She also led event marketing for the News ad sales division and produced CNN’s upfront event from 2018-2020.

Prior to WarnerMedia, she spent nearly 15 years as a senior leader on the agency side of the advertising business. As President of WPP’s Grey Activation & PR, she led a 40-person team developing and executing integrated brand-building campaigns via experiential activations, partnerships, promotions, influencers and earned media tied to pop culture. Tunick contributed to 30 Cannes Lion wins for Grey Group. Throughout her career, she has worked with advertisers across categories, such as Canon, the National Park Service, Coca-Cola, Hulu, Procter & Gamble, Walgreens, BMW and Pfizer, among many others.

Additionally, Tunick is a founding member of Chief, a private network focusing on connecting and supporting female leaders pursuing and entering the C-Suite and other senior leadership positions. She began her career in the legendary mailroom agent trainee program at the William Morris Agency.

Said Tunick of her role at NCM: “I am thrilled to be joining National CineMedia at this pivotal time. I look forward to helping advertisers drive growth of their brands as moviegoers return to theaters. Audiences value the big-screen experience and there are outstanding opportunities for brands to creatively market to consumers. I am excited to help our clients take full advantage of NCM’s offering.”

Scott Felenstein, President of Sales, Marketing & Partnerships at NCM, said: “Amy’s two decades of experience includes developing and executing countless successful, profit-driving integrated marketing initiatives. She is an exemplary leader driven by how entertainment, culture and technology come together to form marketing content that pays dividends for brands. We welcome her to NCM’s senior leadership team and look forward to the many new creative ideas she will share to drive business for our advertising clients while engaging moviegoers.”

About National CineMedia, Inc.

National CineMedia (NCM) is America’s Movie Network. As the largest cinema advertising network in the U.S., we unite brands with the power of movies and engage movie fans anytime and anywhere. NCM’s Noovie® pre-show is presented exclusively in 51 leading national and regional theater circuits including AMC Entertainment Inc. (NYSE:AMC), Cinemark Holdings, Inc. (NYSE:CNK) and Regal Entertainment Group (a subsidiary of Cineworld Group PLC, LON: CINE). NCM’s cinema advertising network offers broad reach and unparalleled audience engagement with over 20,800 screens in over 1,600 theaters in 195 Designated Market Areas® (all of the top 50). NCM Digital and Digital-Out-Of-Home (DOOH) go beyond the big screen, extending in-theater campaigns into online, mobile, and place-based marketing programs to reach entertainment audiences. National CineMedia, Inc. (NASDAQ:NCMI) owns a 48.2% interest in, and is the managing member of, National CineMedia, LLC. For more information, visit www.ncm.com and www.noovie.com."
210,"After Mammootty and Mohanlal, Tovino Thomas gets UAE’s golden visa - The Indian Express",https://indianexpress.com/article/entertainment/malayalam/after-mammootty-and-mohanlal-tovino-thomas-gets-uae-golden-visa-7478644/,The Indian Express,https://indianexpress.com,entertainment,"Malayalam actor Tovino Thomas on Monday took to Twitter to share his happiness on receiving UAE’s golden visa.

“Extremely grateful to receive the Golden Visa for the UAE. Truly honored and humbled. Looking forward to a memorable association with this beautiful nation!! (sic),” tweeted Tovino.

It makes Tovino Thomas the third Malayalam actor to receive the golden visa after Mammootty and Mohanlal. The two stalwarts of Malayalam cinema received the golden visa last week during their trip to Dubai. Before them, Bollywood star Sanjay Dutt and Suniel Shetty were also provided with the golden visa.

His Highness Sheikh Mohammed Bin Rashid Al Maktoum, Vice President and Prime Minister of the UAE and Ruler of Dubai, had in November last year approved the issuance of a 10-year golden visa for professionals in a bid to keep the “talented people and great minds” in the Gulf country and help in nation-building.

On the work front, Tovino Thomas is currently waiting for the release of Minnal Murali. The superhero film was supposed to be released in cinemas earlier this year. However, the second wave of coronavirus upended its release plans. The buzz is that the filmmakers have struck a deal with Netflix to give it a straight-to-streaming release. However, an official word on the same is awaited."
211,"It’s Super September for Punjabi entertainment lovers, ZEE Punjabi launches 4 new shows - IWMBuzz",https://www.iwmbuzz.com/television/news/its-super-september-for-punjabi-entertainment-lovers-zee-punjabi-launches-4-new-shows/2021/08/30,IWMBuzz,https://www.iwmbuzz.com,entertainment,"All hail ZEE Punjabi! Reason? Thanks to its upcoming super entertaining 4 shows which would spell a happy engaging September for all Punjabi entertainment lovers.

Yes, we can’t keep calm as this September, on ZEE Punjabi, awaits a rollout of a family drama show, Geet Dholi, a family comedy show Tedha Medha Sada Veda, a show in blend with humour and knowledge, Punjabiyan Di Dadagiri with Harbhajan Singh and lastly season 2 of Haseya De Halla with Jaswinder Bhalla.

So what can the audience expect? Let’s read on.

Geet Dholi starts from 30th August, Monday to Friday, 8 pm. It will portray the life struggles of a brave girl, Geet, who takes after her father’s legacy and becomes a Dhol Player, and in this excruciating journey her husband, Malhar, a romantically outspoken man, plays an instrument to make her dreams come true. Here take a look at the promo

Next is Tedha Medha Sada Veda, starts from 30th August, Monday to Friday, 8:30 pm. A family comedy show that is based on a disjointed family who have got the most bizarre ways to solve problems in their lives. The show has got a punch of several unique characters, starting with Khushaal Singh who has got a charismatic aura to Prakash Kaur who is argumentative, caring and kind all at the same time. The show will be fun to binge on!

Also gear up for Punjabiyan Di Dadagiri with Harbhajan Singh, starting from 4th September, Sunday & Saturday, 7 pm. Hone your wits with this 90-minute quiz, entertainment meant show with the ace cricketer, Harbhajan Singh. The show is a mix of humour, knowledge and fun. In the show, the cricketer will invite contestants from different districts, who would fight against the other competitors in the show for their district’s pride. Here take a look at the promo-

The fourth show is Haseya Da Hallan season 2 with Jaswinder Bhalla, starts from 11th September, Saturday & Sunday, 8:30 PM. The popular comedy show, hosted by Jaswinder Bhalla is back with a season 2 banter on ZEE Punjabi, and along with flippant humour will hold discussions on relevant topics with celebrity guests on the show. Season 2 promises a double laughter dive for the viewers. Did you watch the promo yet? If not, here have look-

All set to celebrate Super September with ZEE Punjabi? We bet you are.

Keep reading IWMBuzz.com.

Also Read: Entertainment Unlimited: Enjoy 4 Super Fun Shows On ZEE Punjabi, Deets Inside"
212,Celebrities hail Sumit Antil’s record-breaking performance at Tokyo Paralympics - The Indian Express,https://indianexpress.com/article/entertainment/bollywood/bollywood-and-tv-celebs-hail-sumit-antils-gold-win-at-the-paralympics-7478705/,The Indian Express,https://indianexpress.com,entertainment,"On Monday, 23-year-old athlete Sumit Antil not only clinched a gold medal but also created a world record during the javelin throw finals of the ongoing Tokyo Paralympics.

A resident of Sonepat in Haryana, Sumit lost his left leg below the knee after he was involved in a motorbike accident in 2015. In the finals, he sent the spear to 68.55m in his fifth attempt, which was the best of the day by quite a distance and a new world record. His win got India its second gold at the Paralympics after shooter Avani Lekhara.

Many Bollywood and TV celebrities took to social media to congratulate these young athletes. Congratulating both the gold winners, Sidharth Shukla tweeted, “Indians making us proud over and over again… a World Record in addition to the #Gold in #Paralympics … congratulations #SumitAntil and #AvaniLekhara.”

Akshay Kumar also shared a photo of Sumit and wrote, “Yet another #Gold for India! Heartiest congratulations #SumitAntil on the record-breaking throw 🙌🏻 What a brilliant performance. We are so proud of you. #Paralympics #Tokyo2020.”

A sports enthusiast himself, Abhishek Bachchan shared on Twitter, “A force to reckon with! Congratulations, #SumitAntil, for winning a #gold medal and taking #TokyoParalympics by storm with a world record in #JavelinThrow.”

On the other hand, Priety Zinta posted on Twitter, “A #Gold medal and a world record! Congrats #SumitAntil on your glorious win!” while Taapsee Pannu tweeted, “Javelin again! Gold again ! And with that the medal tally for India in Paralympics goes to 8! Congratulations Sumit Antil!”

See all congratulatory messages for Sumit Antil here:

Yet another #Gold for India! Heartiest congratulations #SumitAntil on the record-breaking throw 🙌🏻 What a brilliant performance. We are so proud of you. #Paralympics #Tokyo2020 pic.twitter.com/53inWDNtO1 — Akshay Kumar (@akshaykumar) August 30, 2021

Here comes another GOLD for India as #SumitAntil sets a new world record in Javelin throw with 68.55m who broke his own record thrice in the final today. Congratulations brother.

The Nation is brimming with Pride 👏#TokyoParalympics pic.twitter.com/8FjAoffo2o — Sai Dharam Tej (@IamSaiDharamTej) August 30, 2021

Javelin again! Gold again !

And with that the medal tally for India in Paralympics goes to 8!

Congratulations Sumit Antil! https://t.co/0t0LfcE0oo — taapsee pannu (@taapsee) August 30, 2021

#SumitAntil wins India’s second gold medal at the #TokyoParalympics. What an outstanding feat 👏🏻 pic.twitter.com/3B3OA3egEF — Gautam Rode (@gautam_rode) August 30, 2021"
213,Armaan Kohli: Everything you need to know about the actor - The Indian Express,https://indianexpress.com/article/entertainment/bollywood/armaan-kohli-everything-you-need-to-know-about-the-actor-7476260/,The Indian Express,https://indianexpress.com,entertainment,"Armaan Kohli has been arrested by the Narcotics Control Bureau in connection with a drugs case. The actor, who has remained away from limelight for years now, suddenly finds himself in news. The actor will be reportedly presented before a city court later in the day. But for all of you, who don’t remember the ’90s actor, let’s rewind and refresh your memory.

Who is Armaan Kohli?

Armaan Kohli is an actor and son of director Rajkumar Kohli. Armaan Kohli appeared as a child artiste in two films directed by his father: Badle Ki Aag (1982) and Raaj Tilak (1984). Armaan made his debut as a leading actor in his father’s 1992 film Virodhi. Reportedly, he was supposed to star in Deewana, which eventually went to Shah Rukh Khan. He was also set to star in Dilwale Dulhani Le Jayenge, but the role was finally played by Parmeet Sethi.

View this post on Instagram A post shared by Armaan Kohli (@armaankohliofficial)

Armaan’s other ’90s releases, including Dushman Zamana (1992), Anaam (1993) and Aulad Ke Dushman, failed at the box office. After a four-year-long break, he returned with his father’s directorial– Qahar– alongside Sunny Deol and Suniel Shetty, but the film did nothing for his career.

Also Read | Mumbai: NCB raids residence of actor Armaan Kohli in drugs case

Armaan took another hiatus– this time for five years– and made a comeback with multi-starrer Jaani Dushman: Ek Anokhi Kahani which also failed to do well.

Armaan Kohli’s claim to fame

After a failed Bollywood career, Armaan Kohli found recognition on television when he starred on reality TV show Bigg Boss season seven in 2013. On the Salman Khan-hosted show, Armaan came to be known for his poor temper, several fights with co-contestants and close relationship with actor Tanishaa Mukerji. Armaan finished as a finalist. In fact, during the show itself, Kohli was arrested for alleged physical abuse with his co-participant, Sofia Hayat. He was released on bail next day.

View this post on Instagram A post shared by Armaan Kohli (@armaankohliofficial)

Armaan also acted on a fiction show, in 2014: Tumhari Paakhi. He made his Bollywood comeback in 2015 with Salman Khan-starrer Prem Ratan Dhan Payo, in which he played the main antagonist.

What is Armaan Kohli doing now?

Armaan Kohli reportedly stars in Indo-Polish action-thriller No Means No, which is set to release theatrically later this year."
214,Moonbug Entertainment and Sky Kids to Expand Blippi In The UK - PRNewswire,https://www.prnewswire.com/news-releases/moonbug-entertainment-and-sky-kids-to-expand-blippi-in-the-uk-301364917.html,PRNewswire,https://www.prnewswire.com,entertainment,"Moonbug has a longstanding partnership with Sky. In June 2020, the entertainment company launched its own kids' channel on Sky Kids. Moonbug's programs available on Sky Kids include Little Baby Bum, Go Buster, Playtime with Twinkle, Digley and Dazey, Dr Poppy's Pet Rescue, T-Rex Ranch, Gecko's Garage, The Sharksons, Supa Strikas and Mia's Magic Playground.

""Sky Kids has been an incredible partner in bringing Moonbug's fun, educational programs to children across the United Kingdom and we are thrilled to be expanding our partnership by adding more Blippi and Care Bears to their line-up,"" said Nicolas Eglau, Managing Director EMEA at Moonbug. ""Blippi's adventures inspire children to get curious and explore the world around them and we can't wait to introduce his adventures to new fans in the UK.""

Lucy Murphy, Director of Sky Kids Content UK & ROI said, ""When it comes to entertaining the kids choice is key, so we're thrilled to be adding the latest shows from the brilliant team at Moonbug, with additions like Blippi's Great Green Adventure and Care Bears: Unlock the Music sure to educate and entertain in equal measure.""

Blippi is a live action, educational children's show for kids ages 2-6 years old. Through singing, dancing, and exploring, Blippi helps children understand the world around them and encourages vocabulary development. From snowy hills to wildlife parks to museums, Blippi brings children on all kinds of learning adventures.

In season two of Care Bears: Unlock the Music, Tenderheart Bear, Good Luck Bear, Wish Bear, Cheer Bear, Bedtime Bear, Love-a-Lot Bear, Grumpy Bear and Funshine Bear go on adventures to spread love and care around the world!

For more information about the other shows, please visit: moonbug.com/shows.

About Moonbug

Moonbug Entertainment is an award-winning global entertainment company behind some of the most popular kids' titles in the world. Moonbugs lineup includes global sensations CoComelon, Blippi, Little Baby Bum, My Magic Pet Morphle, Supa Strikas, Go Buster, Playtime with Twinkle, Gecko's Garage, ARPO and many more which are available in 27 languages.

In just three years, it has become a kids programming powerhouse with a library of more than 550 hours of content, which is distributed on more than 100 platforms globally, including YouTube, Netflix, Hulu, Amazon Prime Video, Sky, Tencent, Youku and Roku. In May of 2020, Tubular Labs named Moonbug one of the leading digital kids' entertainment companies in the world based on the total number of minutes watched worldwide.

SOURCE Moonbug

Related Links

https://www.moonbug.com

"
215,Entertainment industry furious over continued delays in reopening sector - Irish Examiner,https://www.irishexaminer.com/news/arid-40369466.html,Irish Examiner,https://www.irishexaminer.com,entertainment,"Representatives of the entertainment industry have expressed fresh anger and frustration with Government over continued delays to the reopening of the sector.

Following a meeting with Taoiseach Micheál Martin, Tánaiste Leo Varadkar, and Arts Minister Catherine Martin, the Entertainment Industry Alliance (EIA) hit out at what they called the “lack of urgency” from the Government in terms of timelines.

The representatives said despite specifically writing to Government in advance of the meeting, ""highlighting our sectors‘ expectations, and requesting a confirmed reopening date for full capacity events, and a strategy to achieve the same — the Government failed to provide either"".

Speaking outside Government Buildings after the meeting, Ms Martin moved to assuage some of that anger and frustration.

She said she remained optimistic that a re-opening in early September is possible for the sector.

“What I was looking for is an early September phased return for live music and events and I remain optimistic about that before we go into this meeting,” she told reporters.

“The industry have always been clear that dates are needed. And that's what will be provided tomorrow. Clarity will be provided,” she added.

Confirming the Irish Examiner story on Monday morning, she said the way to allow indoor sports and other organised activities is through the use of the digital Covid certificate.

Dance and drama for children

She said she hoped to see indoor dance, drama and arts for children return during September also.

During the meeting, the EIA pleaded with the Government that it stop ""compounding the hardship suffered by the sector for 537 days"" by ensuring that an early September safe reopening date is implemented for those fully vaccinated to attend full capacity indoor and outdoor events.

The EIA said: ""Events must be viable with food and beverage sales a key source of income for our events, which are not funded by the taxpayer.

They also called for business and employee supports to remain in place and extended until June 2022, to help allow the sector to recover.

'Total lack of urgency'

“We continue to be disappointed and frustrated at the total lack of urgency on the part of Government for the reopening of the event industry, which represents 35,000 people and is worth €3.5bn to the Irish economy.

""This is despite being the only sector mandated to remain closed for nearly 18 months, far beyond any other industry or sector within Ireland,” they said.

On RTÉ Radio, Denis Desmond, managing director of MCD, said the entertainment sector needed to fully reopen to full capacity events to allow for the return of theatres, large weddings and concerts.

Mr Desmond said concerts and pantomines should now be permitted to go ahead for those who are fully vaccinated. He said: ""It's time to open up and live with the new normal.""

He said it was now a crucial stage for the Electric Picnic festival and a final call on whether it can go ahead needs to be made today.

He welcomed the news the Cabinet is meeting and considering a full return of public transport, among other issues."
216,Should You Invest in the Invesco Dynamic Leisure and Entertainment ETF (PEJ)? - Yahoo Finance,https://finance.yahoo.com/news/invest-invesco-dynamic-leisure-entertainment-102002613.html,Yahoo Finance,https://finance.yahoo.com,entertainment,"Looking for broad exposure to the Consumer Discretionary - Leisure and Entertainment segment of the equity market? You should consider the Invesco Dynamic Leisure and Entertainment ETF (PEJ), a passively managed exchange traded fund launched on 06/23/2005.

An increasingly popular option among retail and institutional investors, passively managed ETFs offer low costs, transparency, flexibility, and tax efficiency; they are also excellent vehicles for long term investors.

Sector ETFs are also funds of convenience, offering many ways to gain low risk and diversified exposure to a broad group of companies in particular sectors. Consumer Discretionary - Leisure and Entertainment is one of the 16 broad Zacks sectors within the Zacks Industry classification. It is currently ranked 5, placing it in top 31%.

Index Details

The fund is sponsored by Invesco. It has amassed assets over $1.40 billion, making it one of the larger ETFs attempting to match the performance of the Consumer Discretionary - Leisure and Entertainment segment of the equity market. PEJ seeks to match the performance of the Dynamic Leisure & Entertainment Intellidex Index before fees and expenses.

The index is comprised of stocks of U.S. leisure and entertainment companies. The Index is designed to provide capital appreciation by thoroughly evaluating companies based on a variety of investment merit criteria, including fundamental growth, stock valuation, investment timeliness and risk factors.

Costs

Expense ratios are an important factor in the return of an ETF and in the long term, cheaper funds can significantly outperform their more expensive counterparts, other things remaining the same.

Annual operating expenses for this ETF are 0.63%, making it on par with most peer products in the space.

It has a 12-month trailing dividend yield of 0.63%.

Sector Exposure and Top Holdings

Even though ETFs offer diversified exposure which minimizes single stock risk, it is still important to look into a fund's holdings before investing. Luckily, most ETFs are very transparent products that disclose their holdings on a daily basis.

Story continues

This ETF has heaviest allocation in the Consumer Discretionary sector--about 56.10% of the portfolio. Telecom and Consumer Staples round out the top three.

Looking at individual holdings, Viacomcbs Inc (VIAC) accounts for about 5.26% of total assets, followed by Starbucks Corp (SBUX) and Yum China Holdings Inc (YUMC).

The top 10 holdings account for about 46.64% of total assets under management.

Performance and Risk

Year-to-date, the Invesco Dynamic Leisure and Entertainment ETF return is roughly 28.60% so far, and is up about 49.82% over the last 12 months (as of 08/30/2021). PEJ has traded between $30 and $54.78 in this past 52-week period.

The ETF has a beta of 1.42 and standard deviation of 32.78% for the trailing three-year period, making it a high risk choice in the space. With about 32 holdings, it has more concentrated exposure than peers.

Alternatives

Invesco Dynamic Leisure and Entertainment ETF carries a Zacks ETF Rank of 3 (Hold), which is based on expected asset class return, expense ratio, and momentum, among other factors. Thus, PEJ is a good option for those seeking exposure to the Consumer Discretionary ETFs area of the market. Investors might also want to consider some other ETF options in the space.

Global X Video Games & Esports ETF (HERO) tracks SOLACTIVE VIDEO GAMES & ESPORTS INDEX and the VanEck Vectors Video Gaming and eSports ETF (ESPO) tracks MVIS GLOBAL VIDEO GAMING AND ESPORTS IND. Global X Video Games & Esports ETF has $559.24 million in assets, VanEck Vectors Video Gaming and eSports ETF has $720.91 million. HERO has an expense ratio of 0.50% and ESPO charges 0.55%.

Bottom Line

To learn more about this product and other ETFs, screen for products that match your investment objectives and read articles on latest developments in the ETF investing universe, please visit Zacks ETF Center.





Breakout Biotech Stocks with Triple-Digit Profit Potential

The biotech sector is projected to surge beyond $2.4 trillion by 2028 as scientists develop treatments for thousands of diseases. They’re also finding ways to edit the human genome to literally erase our vulnerability to these diseases.

Zacks has just released Century of Biology: 7 Biotech Stocks to Buy Right Now to help investors profit from 7 stocks poised for outperformance. Recommendations from previous editions of this report have produced gains of +205%, +258% and +477%. The stocks in this report could perform even better.

See these 7 breakthrough stocks now>>





Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days. Click to get this free report



Invesco Dynamic Leisure and Entertainment ETF (PEJ): ETF Research Reports



Starbucks Corporation (SBUX): Free Stock Analysis Report



Global X Video Games & Esports ETF (HERO): ETF Research Reports



Yum China Holdings Inc. (YUMC): Free Stock Analysis Report



VanEck Vectors Video Gaming and eSports ETF (ESPO): ETF Research Reports



ViacomCBS Inc. (VIAC): Free Stock Analysis Report



To read this article on Zacks.com click here."
